x,y,z
329.2936726502082,186.6886070900232,a
244.02748978554857,228.87565825006843,a
214.00456749752544,229.8499492781377,a
184.71800643614756,236.43242713525888,a
276.191490741537,280.0752023815895,a
361.5311352691168,262.059431565963,a
414.41244683324777,273.10547944217114,a
354.30707610206724,276.9190013620526,a
319.05024115622604,276.70636804866103,a
80.49254523604338,285.1375411386291,a
442.75088641662194,310.5833516331944,a
420.9769184923992,220.71758952664985,a
490.15255334478064,201.0317431149033,a
319.0981793701488,249.9708657817124,a
631.5025615871918,213.6421938192565,a
229.4775636430864,182.02122269700092,a
563.2747397276453,228.80554862316185,b
700.0321494022116,223.1997666979604,b
633.9519895061784,270.16595028324696,b
652.757739776701,262.9044664061451,b
588.1887007772357,310.34415292386484,b
870.0875343248584,253.22125135689237,b
651.7288822091733,296.8552687852455,b
701.6486895802906,286.35924149857044,b
706.2848477981247,287.11003166422944,b
698.5851820533336,263.40191247109567,b
847.8236097880693,301.5934458395487,b
814.8327772160038,304.37159530318013,b
684.2742307848843,285.2724922365611,b
853.5715692933663,233.63997312254656,b
792.5800145032961,176.1665413870383,b
697.6873634882919,178.3619188200949,b
670.899932102394,227.55130041978387,b
791.3216174461425,164.0346501863529,b
778.4481013070945,200.7872348699556,b
1029.666172448565,193.25473955659743,b
653.7803423517547,196.63705286756385,b
805.7901094363119,260.1923031962035,b
927.8292499653305,274.4388433353081,b
996.1107130581876,292.57297203916835,b
1053.852067488197,285.00291618811616,b
972.6558864524333,318.7471418625869,b
702.160936982816,274.74835723041167,b
912.0306808739565,304.32861717575645,b
1074.8543507753207,307.7912096071392,b
1034.846048719084,281.9739522105127,b
953.9058148208394,202.19688416764907,b
1087.9085258444134,214.3769958157853,b
898.1914206910978,208.33277620521503,b
1094.2648422848263,227.08324704403873,b
1012.9438497161433,214.60612654582752,b
942.3713225450987,181.593922237796,b
1215.161420922717,225.71587223520825,b
954.1744035122299,197.35110114470572,b
1077.4914908479777,241.69642771365972,b
1092.7097280229539,310.99064889618563,b
1162.4085418688576,311.2158710218664,b
1049.2247175494003,253.13667293075105,b
1042.5240160931562,239.72576104110885,b
1036.7724575600637,283.68388837719664,b
999.9940024523204,285.06220422888697,b
1308.8822268801753,245.71309311089308,b
1103.2578712309428,305.52614122699504,b
1015.4422503903778,280.45829637738,b
1189.6442032070454,237.63364522503983,b
1141.4915960417645,255.80886528613445,b
1121.1076777046462,229.8971777083391,b
1267.1139812394952,200.71166045282246,b
1274.9920200169224,162.83297866602283,b
1101.5678476271544,189.43750587410543,b
1093.6777086166892,225.25289418418743,b
1148.3439148633165,234.78707453503372,b
1231.70364792651,204.96799011189358,b
1060.2589717455194,201.95233264261,b
1064.0589873665483,260.71672671579404,b
1108.0593373097356,211.16416459315232,b
1319.3078489360705,272.9482660585741,b
1443.4914506321984,310.4729928537559,b
1369.628679794069,335.0304950907977,b
1376.2451457913476,339.87078982995087,b
1389.3904392492075,297.7734917418577,b
1281.3751290035138,340.6683056996838,b
1299.1855262374625,352.9162388609152,b
1098.249974044046,299.63346060810846,b
1331.6498378050694,239.30589573540502,b
1173.0995050091526,254.09548232616058,b
1422.2407809987012,262.654042853959,b
1460.2695222410157,244.25500577755662,b
1318.537094641026,198.23738750666007,b
1352.8922663701292,201.18250043203815,b
1244.8113036104755,233.28039644413585,b
1298.6511578786929,205.28918126312016,b
1387.8864350479666,191.44968786327846,b
1562.2577033375405,203.28956230268693,b
1554.8460684556562,270.5870794841041,b
1567.9289826550244,345.78214237131465,b
1550.003239614751,275.60089395313355,b
1433.5613155275028,285.86905406771535,b
1406.5304972386664,281.68577628217173,b
1419.6722626725302,296.4082777594317,b
1424.6474404439452,332.60573326710784,b
1426.2192047703506,260.0362562260425,b
1382.2844569034912,209.82998542173863,b
1427.3686946301877,255.5628245778188,b
1716.0842974934076,222.65622785543636,b
1443.215883968921,158.43503132540718,b
1799.2286365563727,246.3510570321089,b
1653.6596430358013,179.24505493946978,b
1495.6219807733962,153.17968376379298,b
1627.878053555622,192.0242493163257,b
1553.873147042206,206.31298151950094,b
1804.5296093074344,225.4747374131321,b
1820.48217930698,254.52913212362307,b
2002.0636945425085,268.8987963296564,b
1796.8380852243533,282.42266840483614,b
1690.9746892494888,287.51463492567785,b
1747.3236155250054,285.6672797814685,b
1803.0704574166284,248.01875799323037,b
1903.7711895754749,282.27655850733777,b
1756.057899418381,245.6811494537174,b
1900.5184095553418,275.5569469458541,b
1850.9000580423221,245.27128020448518,b
1735.334562236866,227.2566068938681,b
1809.8140610713317,189.71855680993318,b
1772.782395594487,198.9386349644947,b
1910.2055372287575,187.4039551255454,b
1975.657725813568,169.57609710134852,b
1990.8363859316848,217.1368347718096,b
2163.36918976383,233.5936407402609,b
1980.2794604428493,234.95003841216567,b
2176.5779097489735,247.55057469463313,b
2531.337871716831,296.76384996839533,b
2299.158185400043,297.39880764727485,b
2188.0689354647243,269.78188930089686,b
2213.572968230633,278.4758259982486,b
2137.851893220219,314.9820752181105,b
2261.897991012721,313.25278493761857,b
1992.3708410108393,276.72802835662634,b
2089.2216482592285,329.0633830137693,b
2012.7053898348508,302.7235450747199,b
1999.4341793856916,283.8228145523505,b
1949.5750710137668,257.610741028669,b
2193.2929679419167,234.61320181019158,b
2013.5170383665359,267.87247895933416,b
2158.7290283250077,250.0989658434532,b
2162.2387245446016,214.51638632051052,b
2487.845241494063,204.93498146461465,b
2453.5843402580367,226.0792478534913,b
2524.2340296321304,220.5382391121405,b
2577.09464228393,195.98325866259682,b
2542.208128887314,224.74276396526847,b
2665.5908837082475,226.41771231452702,b
2416.8948110080837,247.13971241630915,b
2666.493774243139,257.9296079924784,b
2574.2244777992473,222.0197884025396,b
2485.634208305069,285.0003174895233,b
2570.38448652436,250.30547854722846,b
2591.3668183286536,229.82100283439414,b
2533.8218445636076,236.2773349166704,b
2666.670418731614,258.0555929480263,b
2543.2314271646537,224.64441805519326,b
2518.6914282608495,224.4440947022831,b
2561.3505983681516,241.20220803784463,b
2676.9274270528695,236.6027636215179,b
2793.208692713733,263.76751262099043,b
2679.26503727957,231.39202336962686,b
2737.256787211748,257.6378476005375,b
2690.3377118186067,237.84918720829307,b
2498.964414148424,217.15758131852303,b
2540.2367715138653,230.9406311197218,b
2658.6564893651903,202.30526163213054,b
2525.7127866020824,217.4083269416477,b
2475.4058849861412,183.34067711488055,b
2369.344026441729,272.31770429819016,b
2433.7978374130835,217.81591089734357,b
2530.3797116791957,198.2280833298396,b
876.7815763466427,220.69856923230373,b
2767.2084130455332,453.57115515436544,b
2715.1726304495864,513.9865008590583,b
2880.070415872307,488.31562550574097,b
2835.0574231543123,502.01080639112166,b
52.70484861914606,29.117192047454072,a
123.42362425960164,77.2431519424465,a
-58.79612377046584,-23.911531963467727,a
66.84911351966798,15.315969976324824,a
75.98636371189363,-34.89029841415288,a
186.1118979727244,41.43572876925862,a
53.75800693415144,1.4734808623542792,a
45.915906817005975,23.502998346585173,a
110.65251558700916,12.141800843539386,a
251.22479741805245,-7.856428194028126,a
